Simulation_ID,Stock_Basket,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Total_Invested,Final_Value,Net_Profit,XIRR_Pct,Capital_Multiple,Beat_NiftyBeES,XIRR_Bucket,Bucket_Sort
324,IDEA + INFY + LT + MARUTI + RELIANCE,IDEA,INFY,LT,MARUTI,RELIANCE,2010000.0,6159664.04,4149664.04,12.27,3.06,1,12% - 15% (Index Level),3
325,ASIANPAINT + LT + M&M + RELIANCE + TMPV,ASIANPAINT,LT,M&M,RELIANCE,TMPV,2010000.0,7228964.57,5218964.57,13.91,3.6,1,12% - 15% (Index Level),3
326,ASIANPAINT + HDFCBANK + INFY + SBIN + TRENT,ASIANPAINT,HDFCBANK,INFY,SBIN,TRENT,2010000.0,10448134.68,8438134.68,17.63,5.2,1,15% - 18% (Solid Alpha),4
327,ICICIBANK + M&M + MARUTI + TATAPOWER + YESBANK,ICICIBANK,M&M,MARUTI,TATAPOWER,YESBANK,2010000.0,7722967.08,5712967.08,14.58,3.84,1,12% - 15% (Index Level),3
328,ASIANPAINT + ICICIBANK + IDEA + SUZLON + TITAN,ASIANPAINT,ICICIBANK,IDEA,SUZLON,TITAN,2010000.0,10346730.98,8336730.98,17.53,5.15,1,15% - 18% (Solid Alpha),4
329,ASIANPAINT + SUZLON + TMPV + TRENT + YESBANK,ASIANPAINT,SUZLON,TMPV,TRENT,YESBANK,2010000.0,9332073.4,7322073.4,16.49,4.64,1,15% - 18% (Solid Alpha),4
330,ASIANPAINT + HDFCBANK + MARUTI + RELIANCE + TATAPOWER,ASIANPAINT,HDFCBANK,MARUTI,RELIANCE,TATAPOWER,2010000.0,7432192.1,5422192.1,14.19,3.7,1,12% - 15% (Index Level),3
331,INFY + ITC + MARUTI + TATAPOWER + TMPV,INFY,ITC,MARUTI,TATAPOWER,TMPV,2010000.0,5390441.29,3380441.29,10.89,2.68,0,8% - 12% (Moderate),2
332,ASIANPAINT + HDFCBANK + M&M + TCS + YESBANK,ASIANPAINT,HDFCBANK,M&M,TCS,YESBANK,2010000.0,5987432.18,3977432.18,11.98,2.98,1,8% - 12% (Moderate),2
333,LT + RELIANCE + SUZLON + TATAPOWER + TITAN,LT,RELIANCE,SUZLON,TATAPOWER,TITAN,2010000.0,11364317.49,9354317.49,18.47,5.65,1,18% - 22% (High Alpha),5
334,BAJFINANCE + ICICIBANK + ITC + TMPV + YESBANK,BAJFINANCE,ICICIBANK,ITC,TMPV,YESBANK,2010000.0,21720681.24,19710681.24,24.88,10.81,1,> 22% (Exceptional),6
335,HDFCBANK + ITC + M&M + RELIANCE + TRENT,HDFCBANK,ITC,M&M,RELIANCE,TRENT,2010000.0,10950978.01,8940978.01,18.1,5.45,1,18% - 22% (High Alpha),5
336,ASIANPAINT + IDEA + MARUTI + TATAPOWER + YESBANK,ASIANPAINT,IDEA,MARUTI,TATAPOWER,YESBANK,2010000.0,5427361.35,3417361.35,10.97,2.7,0,8% - 12% (Moderate),2
337,IDEA + M&M + RELIANCE + SBIN + TATAPOWER,IDEA,M&M,RELIANCE,SBIN,TATAPOWER,2010000.0,7223058.66,5213058.66,13.9,3.59,1,12% - 15% (Index Level),3
338,BAJFINANCE + ICICIBANK + SBIN + TCS + YESBANK,BAJFINANCE,ICICIBANK,SBIN,TCS,YESBANK,2010000.0,23045700.44,21035700.44,25.47,11.47,1,> 22% (Exceptional),6
339,IDEA + MARUTI + TATAPOWER + TITAN + TRENT,IDEA,MARUTI,TATAPOWER,TITAN,TRENT,2010000.0,13929835.57,11919835.57,20.49,6.93,1,18% - 22% (High Alpha),5
340,INFY + ITC + MARUTI + SBIN + YESBANK,INFY,ITC,MARUTI,SBIN,YESBANK,2010000.0,5124095.21,3114095.21,10.37,2.55,0,8% - 12% (Moderate),2
341,ASIANPAINT + BAJFINANCE + SUZLON + TCS + TMPV,ASIANPAINT,BAJFINANCE,SUZLON,TCS,TMPV,2010000.0,22950831.71,20940831.71,25.43,11.42,1,> 22% (Exceptional),6
342,INFY + MARUTI + RELIANCE + TATAPOWER + TRENT,INFY,MARUTI,RELIANCE,TATAPOWER,TRENT,2010000.0,11179399.04,9169399.04,18.3,5.56,1,18% - 22% (High Alpha),5
343,ASIANPAINT + ICICIBANK + INFY + LT + M&M,ASIANPAINT,ICICIBANK,INFY,LT,M&M,2010000.0,8143476.38,6133476.38,15.12,4.05,1,15% - 18% (Solid Alpha),4
344,HDFCBANK + LT + RELIANCE + TITAN + TMPV,HDFCBANK,LT,RELIANCE,TITAN,TMPV,2010000.0,9552900.46,7542900.46,16.73,4.75,1,15% - 18% (Solid Alpha),4
345,ITC + SBIN + SUZLON + TATAPOWER + YESBANK,ITC,SBIN,SUZLON,TATAPOWER,YESBANK,2010000.0,5886556.03,3876556.03,11.81,2.93,1,8% - 12% (Moderate),2
346,IDEA + SBIN + SUZLON + TCS + TMPV,IDEA,SBIN,SUZLON,TCS,TMPV,2010000.0,5035097.77,3025097.77,10.18,2.51,0,8% - 12% (Moderate),2
347,IDEA + LT + SBIN + TRENT + YESBANK,IDEA,LT,SBIN,TRENT,YESBANK,2010000.0,9227479.2,7217479.2,16.38,4.59,1,15% - 18% (Solid Alpha),4
348,ICICIBANK + SBIN + SUZLON + TITAN + TRENT,ICICIBANK,SBIN,SUZLON,TITAN,TRENT,2010000.0,15452647.82,13442647.82,21.52,7.69,1,18% - 22% (High Alpha),5
349,BAJFINANCE + M&M + SBIN + TATAPOWER + TRENT,BAJFINANCE,M&M,SBIN,TATAPOWER,TRENT,2010000.0,29102439.08,27092439.08,27.77,14.48,1,> 22% (Exceptional),6
350,BAJFINANCE + IDEA + LT + TMPV + YESBANK,BAJFINANCE,IDEA,LT,TMPV,YESBANK,2010000.0,21091938.84,19081938.84,24.59,10.49,1,> 22% (Exceptional),6
351,BAJFINANCE + HDFCBANK + ITC + M&M + RELIANCE,BAJFINANCE,HDFCBANK,ITC,M&M,RELIANCE,2010000.0,23901450.74,21891450.74,25.83,11.89,1,> 22% (Exceptional),6
352,LT + MARUTI + RELIANCE + TATAPOWER + TRENT,LT,MARUTI,RELIANCE,TATAPOWER,TRENT,2010000.0,11897368.94,9887368.94,18.92,5.92,1,18% - 22% (High Alpha),5
353,BAJFINANCE + M&M + RELIANCE + SBIN + TATAPOWER,BAJFINANCE,M&M,RELIANCE,SBIN,TATAPOWER,2010000.0,25209120.42,23199120.42,26.36,12.54,1,> 22% (Exceptional),6
354,BAJFINANCE + ICICIBANK + M&M + MARUTI + RELIANCE,BAJFINANCE,ICICIBANK,M&M,MARUTI,RELIANCE,2010000.0,25700455.12,23690455.12,26.55,12.79,1,> 22% (Exceptional),6
355,BAJFINANCE + IDEA + MARUTI + TITAN + YESBANK,BAJFINANCE,IDEA,MARUTI,TITAN,YESBANK,2010000.0,25527949.14,23517949.14,26.48,12.7,1,> 22% (Exceptional),6
356,HDFCBANK + INFY + RELIANCE + TITAN + TRENT,HDFCBANK,INFY,RELIANCE,TITAN,TRENT,2010000.0,13810139.89,11800139.89,20.41,6.87,1,18% - 22% (High Alpha),5
357,ASIANPAINT + INFY + LT + RELIANCE + SBIN,ASIANPAINT,INFY,LT,RELIANCE,SBIN,2010000.0,7060468.83,5050468.83,13.67,3.51,1,12% - 15% (Index Level),3
358,MARUTI + RELIANCE + TATAPOWER + TCS + YESBANK,MARUTI,RELIANCE,TATAPOWER,TCS,YESBANK,2010000.0,6061094.75,4051094.75,12.11,3.02,1,12% - 15% (Index Level),3
359,ITC + M&M + SBIN + SUZLON + YESBANK,ITC,M&M,SBIN,SUZLON,YESBANK,2010000.0,6438949.0,4428949.0,12.73,3.2,1,12% - 15% (Index Level),3
360,BAJFINANCE + ITC + SUZLON + TCS + TITAN,BAJFINANCE,ITC,SUZLON,TCS,TITAN,2010000.0,26585101.57,24575101.57,26.88,13.23,1,> 22% (Exceptional),6
361,ICICIBANK + IDEA + M&M + TATAPOWER + TMPV,ICICIBANK,IDEA,M&M,TATAPOWER,TMPV,2010000.0,6562451.33,4552451.33,12.92,3.26,1,12% - 15% (Index Level),3
362,BAJFINANCE + M&M + SBIN + TATAPOWER + TCS,BAJFINANCE,M&M,SBIN,TATAPOWER,TCS,2010000.0,24634378.08,22624378.08,26.13,12.26,1,> 22% (Exceptional),6
363,ASIANPAINT + HDFCBANK + SBIN + SUZLON + TRENT,ASIANPAINT,HDFCBANK,SBIN,SUZLON,TRENT,2010000.0,11280646.88,9270646.88,18.39,5.61,1,18% - 22% (High Alpha),5
364,ASIANPAINT + BAJFINANCE + ICICIBANK + ITC + SUZLON,ASIANPAINT,BAJFINANCE,ICICIBANK,ITC,SUZLON,2010000.0,24219122.02,22209122.02,25.96,12.05,1,> 22% (Exceptional),6
365,ICICIBANK + IDEA + MARUTI + RELIANCE + TITAN,ICICIBANK,IDEA,MARUTI,RELIANCE,TITAN,2010000.0,10352591.41,8342591.41,17.53,5.15,1,15% - 18% (Solid Alpha),4
366,INFY + MARUTI + SBIN + TMPV + TRENT,INFY,MARUTI,SBIN,TMPV,TRENT,2010000.0,9992299.57,7982299.57,17.18,4.97,1,15% - 18% (Solid Alpha),4
367,IDEA + LT + RELIANCE + SUZLON + YESBANK,IDEA,LT,RELIANCE,SUZLON,YESBANK,2010000.0,5569765.68,3559765.68,11.23,2.77,1,8% - 12% (Moderate),2
368,ASIANPAINT + ICICIBANK + RELIANCE + TRENT + YESBANK,ASIANPAINT,ICICIBANK,RELIANCE,TRENT,YESBANK,2010000.0,10599642.23,8589642.23,17.77,5.27,1,15% - 18% (Solid Alpha),4
369,ASIANPAINT + HDFCBANK + SBIN + TITAN + TRENT,ASIANPAINT,HDFCBANK,SBIN,TITAN,TRENT,2010000.0,14340841.57,12330841.57,20.78,7.13,1,18% - 22% (High Alpha),5
370,IDEA + INFY + MARUTI + SUZLON + TITAN,IDEA,INFY,MARUTI,SUZLON,TITAN,2010000.0,9574128.63,7564128.63,16.75,4.76,1,15% - 18% (Solid Alpha),4
371,BAJFINANCE + HDFCBANK + M&M + TCS + TRENT,BAJFINANCE,HDFCBANK,M&M,TCS,TRENT,2010000.0,28033775.51,26023775.51,27.4,13.95,1,> 22% (Exceptional),6
372,ICICIBANK + LT + TCS + TMPV + TRENT,ICICIBANK,LT,TCS,TMPV,TRENT,2010000.0,10377427.8,8367427.8,17.56,5.16,1,15% - 18% (Solid Alpha),4
373,M&M + SBIN + TATAPOWER + TITAN + TMPV,M&M,SBIN,TATAPOWER,TITAN,TMPV,2010000.0,10583360.65,8573360.65,17.76,5.27,1,15% - 18% (Solid Alpha),4
374,ASIANPAINT + INFY + LT + TCS + TITAN,ASIANPAINT,INFY,LT,TCS,TITAN,2010000.0,9781526.33,7771526.33,16.97,4.87,1,15% - 18% (Solid Alpha),4
375,HDFCBANK + ICICIBANK + LT + TATAPOWER + TRENT,HDFCBANK,ICICIBANK,LT,TATAPOWER,TRENT,2010000.0,11762924.53,9752924.53,18.81,5.85,1,18% - 22% (High Alpha),5
376,ASIANPAINT + HDFCBANK + MARUTI + RELIANCE + YESBANK,ASIANPAINT,HDFCBANK,MARUTI,RELIANCE,YESBANK,2010000.0,6079832.93,4069832.93,12.14,3.02,1,12% - 15% (Index Level),3
377,BAJFINANCE + ICICIBANK + RELIANCE + SUZLON + TRENT,BAJFINANCE,ICICIBANK,RELIANCE,SUZLON,TRENT,2010000.0,28992394.49,26982394.49,27.74,14.42,1,> 22% (Exceptional),6
378,HDFCBANK + IDEA + LT + MARUTI + TITAN,HDFCBANK,IDEA,LT,MARUTI,TITAN,2010000.0,9671903.41,7661903.41,16.85,4.81,1,15% - 18% (Solid Alpha),4
379,BAJFINANCE + INFY + SBIN + SUZLON + TATAPOWER,BAJFINANCE,INFY,SBIN,SUZLON,TATAPOWER,2010000.0,24194339.16,22184339.16,25.95,12.04,1,> 22% (Exceptional),6
380,ASIANPAINT + LT + M&M + SBIN + TCS,ASIANPAINT,LT,M&M,SBIN,TCS,2010000.0,7740235.34,5730235.34,14.61,3.85,1,12% - 15% (Index Level),3
381,HDFCBANK + RELIANCE + TATAPOWER + TRENT + YESBANK,HDFCBANK,RELIANCE,TATAPOWER,TRENT,YESBANK,2010000.0,9969305.57,7959305.57,17.16,4.96,1,15% - 18% (Solid Alpha),4
382,IDEA + INFY + TATAPOWER + TRENT + YESBANK,IDEA,INFY,TATAPOWER,TRENT,YESBANK,2010000.0,8614718.13,6604718.13,15.69,4.29,1,15% - 18% (Solid Alpha),4
383,BAJFINANCE + LT + M&M + RELIANCE + TATAPOWER,BAJFINANCE,LT,M&M,RELIANCE,TATAPOWER,2010000.0,25330183.25,23320183.25,26.4,12.6,1,> 22% (Exceptional),6
384,INFY + M&M + MARUTI + SBIN + TCS,INFY,M&M,MARUTI,SBIN,TCS,2010000.0,7267853.47,5257853.47,13.97,3.62,1,12% - 15% (Index Level),3
385,ITC + RELIANCE + SBIN + SUZLON + TRENT,ITC,RELIANCE,SBIN,SUZLON,TRENT,2010000.0,10913571.33,8903571.33,18.06,5.43,1,18% - 22% (High Alpha),5
386,IDEA + INFY + ITC + SBIN + TITAN,IDEA,INFY,ITC,SBIN,TITAN,2010000.0,8345392.39,6335392.39,15.37,4.15,1,15% - 18% (Solid Alpha),4
387,ASIANPAINT + BAJFINANCE + ICICIBANK + IDEA + TATAPOWER,ASIANPAINT,BAJFINANCE,ICICIBANK,IDEA,TATAPOWER,2010000.0,23760203.77,21750203.77,25.77,11.82,1,> 22% (Exceptional),6
388,LT + M&M + TATAPOWER + TITAN + YESBANK,LT,M&M,TATAPOWER,TITAN,YESBANK,2010000.0,10543286.23,8533286.23,17.72,5.25,1,15% - 18% (Solid Alpha),4
389,IDEA + ITC + SBIN + TCS + TITAN,IDEA,ITC,SBIN,TCS,TITAN,2010000.0,8363434.67,6353434.67,15.39,4.16,1,15% - 18% (Solid Alpha),4
390,BAJFINANCE + ITC + SBIN + TITAN + TRENT,BAJFINANCE,ITC,SBIN,TITAN,TRENT,2010000.0,30817557.42,28807557.42,28.34,15.33,1,> 22% (Exceptional),6
391,LT + M&M + MARUTI + TITAN + YESBANK,LT,M&M,MARUTI,TITAN,YESBANK,2010000.0,10613337.62,8603337.62,17.78,5.28,1,15% - 18% (Solid Alpha),4
392,ASIANPAINT + IDEA + INFY + ITC + MARUTI,ASIANPAINT,IDEA,INFY,ITC,MARUTI,2010000.0,5154524.95,3144524.95,10.43,2.56,0,8% - 12% (Moderate),2
393,ASIANPAINT + INFY + M&M + SBIN + TITAN,ASIANPAINT,INFY,M&M,SBIN,TITAN,2010000.0,10896930.06,8886930.06,18.05,5.42,1,18% - 22% (High Alpha),5
394,SBIN + SUZLON + TATAPOWER + TMPV + YESBANK,SBIN,SUZLON,TATAPOWER,TMPV,YESBANK,2010000.0,5618413.82,3608413.82,11.32,2.8,1,8% - 12% (Moderate),2
395,ASIANPAINT + IDEA + LT + TMPV + TRENT,ASIANPAINT,IDEA,LT,TMPV,TRENT,2010000.0,9318288.64,7308288.64,16.48,4.64,1,15% - 18% (Solid Alpha),4
396,ASIANPAINT + IDEA + INFY + SUZLON + TCS,ASIANPAINT,IDEA,INFY,SUZLON,TCS,2010000.0,5453876.0,3443876.0,11.02,2.71,0,8% - 12% (Moderate),2
397,MARUTI + SUZLON + TCS + TITAN + YESBANK,MARUTI,SUZLON,TCS,TITAN,YESBANK,2010000.0,9491413.36,7481413.36,16.66,4.72,1,15% - 18% (Solid Alpha),4
398,ASIANPAINT + ITC + TATAPOWER + TCS + TMPV,ASIANPAINT,ITC,TATAPOWER,TCS,TMPV,2010000.0,5162895.54,3152895.54,10.44,2.57,0,8% - 12% (Moderate),2
399,BAJFINANCE + INFY + ITC + MARUTI + SUZLON,BAJFINANCE,INFY,ITC,MARUTI,SUZLON,2010000.0,23446519.66,21436519.66,25.64,11.66,1,> 22% (Exceptional),6
400,BAJFINANCE + INFY + MARUTI + SBIN + TITAN,BAJFINANCE,INFY,MARUTI,SBIN,TITAN,2010000.0,27324585.24,25314585.24,27.15,13.59,1,> 22% (Exceptional),6
401,INFY + LT + MARUTI + SUZLON + TMPV,INFY,LT,MARUTI,SUZLON,TMPV,2010000.0,6459771.34,4449771.34,12.76,3.21,1,12% - 15% (Index Level),3
402,BAJFINANCE + HDFCBANK + LT + TITAN + TRENT,BAJFINANCE,HDFCBANK,LT,TITAN,TRENT,2010000.0,31371901.17,29361901.17,28.52,15.61,1,> 22% (Exceptional),6
403,HDFCBANK + ICICIBANK + ITC + LT + TMPV,HDFCBANK,ICICIBANK,ITC,LT,TMPV,2010000.0,5864635.51,3854635.51,11.77,2.92,1,8% - 12% (Moderate),2
404,BAJFINANCE + HDFCBANK + ITC + LT + MARUTI,BAJFINANCE,HDFCBANK,ITC,LT,MARUTI,2010000.0,23544294.44,21534294.44,25.68,11.71,1,> 22% (Exceptional),6
405,ITC + LT + MARUTI + RELIANCE + TMPV,ITC,LT,MARUTI,RELIANCE,TMPV,2010000.0,5999079.92,3989079.92,12.0,2.98,1,12% - 15% (Index Level),3
406,BAJFINANCE + IDEA + MARUTI + RELIANCE + TRENT,BAJFINANCE,IDEA,MARUTI,RELIANCE,TRENT,2010000.0,27364373.43,25354373.43,27.17,13.61,1,> 22% (Exceptional),6
407,ICICIBANK + LT + TATAPOWER + TITAN + TRENT,ICICIBANK,LT,TATAPOWER,TITAN,TRENT,2010000.0,15443314.33,13433314.33,21.51,7.68,1,18% - 22% (High Alpha),5
408,ICICIBANK + ITC + M&M + TITAN + TMPV,ICICIBANK,ITC,M&M,TITAN,TMPV,2010000.0,10081564.26,8071564.26,17.27,5.02,1,15% - 18% (Solid Alpha),4
409,BAJFINANCE + IDEA + INFY + MARUTI + TMPV,BAJFINANCE,IDEA,INFY,MARUTI,TMPV,2010000.0,21796379.5,19786379.5,24.92,10.84,1,> 22% (Exceptional),6
410,ASIANPAINT + HDFCBANK + IDEA + MARUTI + SBIN,ASIANPAINT,HDFCBANK,IDEA,MARUTI,SBIN,2010000.0,6184712.92,4174712.92,12.32,3.08,1,12% - 15% (Index Level),3
411,ASIANPAINT + ICICIBANK + LT + SUZLON + TMPV,ASIANPAINT,ICICIBANK,LT,SUZLON,TMPV,2010000.0,7232373.69,5222373.69,13.92,3.6,1,12% - 15% (Index Level),3
412,ITC + LT + MARUTI + RELIANCE + TRENT,ITC,LT,MARUTI,RELIANCE,TRENT,2010000.0,10974289.23,8964289.23,18.12,5.46,1,18% - 22% (High Alpha),5
413,M&M + TATAPOWER + TITAN + TRENT + YESBANK,M&M,TATAPOWER,TITAN,TRENT,YESBANK,2010000.0,14311419.61,12301419.61,20.76,7.12,1,18% - 22% (High Alpha),5
414,BAJFINANCE + INFY + LT + SBIN + TATAPOWER,BAJFINANCE,INFY,LT,SBIN,TATAPOWER,2010000.0,24079796.85,22069796.85,25.9,11.98,1,> 22% (Exceptional),6
415,ASIANPAINT + HDFCBANK + ICICIBANK + LT + SBIN,ASIANPAINT,HDFCBANK,ICICIBANK,LT,SBIN,2010000.0,7698191.68,5688191.68,14.55,3.83,1,12% - 15% (Index Level),3
416,ASIANPAINT + BAJFINANCE + HDFCBANK + LT + SUZLON,ASIANPAINT,BAJFINANCE,HDFCBANK,LT,SUZLON,2010000.0,24352182.45,22342182.45,26.01,12.12,1,> 22% (Exceptional),6
417,HDFCBANK + ICICIBANK + IDEA + ITC + YESBANK,HDFCBANK,ICICIBANK,IDEA,ITC,YESBANK,2010000.0,4436042.61,2426042.61,8.85,2.21,0,8% - 12% (Moderate),2
418,ASIANPAINT + INFY + LT + MARUTI + YESBANK,ASIANPAINT,INFY,LT,MARUTI,YESBANK,2010000.0,5992701.13,3982701.13,11.99,2.98,1,8% - 12% (Moderate),2
419,ITC + LT + RELIANCE + TATAPOWER + TRENT,ITC,LT,RELIANCE,TATAPOWER,TRENT,2010000.0,10904237.84,8894237.84,18.05,5.42,1,18% - 22% (High Alpha),5
420,BAJFINANCE + IDEA + M&M + SBIN + SUZLON,BAJFINANCE,IDEA,M&M,SBIN,SUZLON,2010000.0,24197246.38,22187246.38,25.95,12.04,1,> 22% (Exceptional),6
421,ASIANPAINT + LT + RELIANCE + SBIN + TATAPOWER,ASIANPAINT,LT,RELIANCE,SBIN,TATAPOWER,2010000.0,7762584.7,5752584.7,14.64,3.86,1,12% - 15% (Index Level),3
422,HDFCBANK + SUZLON + TCS + TMPV + YESBANK,HDFCBANK,SUZLON,TCS,TMPV,YESBANK,2010000.0,4549750.25,2539750.25,9.12,2.26,0,8% - 12% (Moderate),2
423,IDEA + ITC + MARUTI + TCS + TMPV,IDEA,ITC,MARUTI,TCS,TMPV,2010000.0,4156881.94,2146881.94,8.16,2.07,0,8% - 12% (Moderate),2
424,HDFCBANK + M&M + SBIN + TCS + TRENT,HDFCBANK,M&M,SBIN,TCS,TRENT,2010000.0,11194106.56,9184106.56,18.32,5.57,1,18% - 22% (High Alpha),5
425,IDEA + LT + MARUTI + SBIN + TRENT,IDEA,LT,MARUTI,SBIN,TRENT,2010000.0,10649889.76,8639889.76,17.82,5.3,1,15% - 18% (Solid Alpha),4
426,ASIANPAINT + BAJFINANCE + ICICIBANK + ITC + YESBANK,ASIANPAINT,BAJFINANCE,ICICIBANK,ITC,YESBANK,2010000.0,22736366.52,20726366.52,25.34,11.31,1,> 22% (Exceptional),6
427,MARUTI + SBIN + SUZLON + TITAN + YESBANK,MARUTI,SBIN,SUZLON,TITAN,YESBANK,2010000.0,10070278.13,8060278.13,17.26,5.01,1,15% - 18% (Solid Alpha),4
428,ASIANPAINT + HDFCBANK + TCS + TITAN + YESBANK,ASIANPAINT,HDFCBANK,TCS,TITAN,YESBANK,2010000.0,8625630.22,6615630.22,15.7,4.29,1,15% - 18% (Solid Alpha),4
429,ASIANPAINT + ITC + M&M + TMPV + TRENT,ASIANPAINT,ITC,M&M,TMPV,TRENT,2010000.0,10183349.51,8173349.51,17.37,5.07,1,15% - 18% (Solid Alpha),4
430,IDEA + ITC + LT + SBIN + SUZLON,IDEA,ITC,LT,SBIN,SUZLON,2010000.0,6003167.6,3993167.6,12.01,2.99,1,12% - 15% (Index Level),3
431,ASIANPAINT + BAJFINANCE + MARUTI + TITAN + TMPV,ASIANPAINT,BAJFINANCE,MARUTI,TITAN,TMPV,2010000.0,26765151.38,24755151.38,26.95,13.32,1,> 22% (Exceptional),6
432,HDFCBANK + IDEA + LT + MARUTI + RELIANCE,HDFCBANK,IDEA,LT,MARUTI,RELIANCE,2010000.0,6371981.13,4361981.13,12.62,3.17,1,12% - 15% (Index Level),3
433,IDEA + RELIANCE + TATAPOWER + TMPV + TRENT,IDEA,RELIANCE,TATAPOWER,TMPV,TRENT,2010000.0,9368639.99,7358639.99,16.53,4.66,1,15% - 18% (Solid Alpha),4
434,IDEA + ITC + RELIANCE + SBIN + TRENT,IDEA,ITC,RELIANCE,SBIN,TRENT,2010000.0,9531573.38,7521573.38,16.71,4.74,1,15% - 18% (Solid Alpha),4
435,ASIANPAINT + ITC + M&M + SUZLON + TITAN,ASIANPAINT,ITC,M&M,SUZLON,TITAN,2010000.0,10911571.37,8901571.37,18.06,5.43,1,18% - 22% (High Alpha),5
436,HDFCBANK + M&M + TCS + TITAN + TRENT,HDFCBANK,M&M,TCS,TITAN,TRENT,2010000.0,14489906.4,12479906.4,20.88,7.21,1,18% - 22% (High Alpha),5
437,ASIANPAINT + INFY + ITC + MARUTI + YESBANK,ASIANPAINT,INFY,ITC,MARUTI,YESBANK,2010000.0,5053767.4,3043767.4,10.22,2.51,0,8% - 12% (Moderate),2
438,ASIANPAINT + HDFCBANK + ICICIBANK + IDEA + RELIANCE,ASIANPAINT,HDFCBANK,ICICIBANK,IDEA,RELIANCE,2010000.0,6426613.59,4416613.59,12.71,3.2,1,12% - 15% (Index Level),3
439,BAJFINANCE + LT + RELIANCE + TITAN + YESBANK,BAJFINANCE,LT,RELIANCE,TITAN,YESBANK,2010000.0,26616022.13,24606022.13,26.89,13.24,1,> 22% (Exceptional),6
440,HDFCBANK + IDEA + ITC + LT + MARUTI,HDFCBANK,IDEA,ITC,LT,MARUTI,2010000.0,5558232.69,3548232.69,11.21,2.77,1,8% - 12% (Moderate),2
441,ASIANPAINT + BAJFINANCE + SUZLON + TCS + YESBANK,ASIANPAINT,BAJFINANCE,SUZLON,TCS,YESBANK,2010000.0,22789694.45,20779694.45,25.36,11.34,1,> 22% (Exceptional),6
442,HDFCBANK + ICICIBANK + SUZLON + TATAPOWER + TMPV,HDFCBANK,ICICIBANK,SUZLON,TATAPOWER,TMPV,2010000.0,6902257.52,4892257.52,13.44,3.43,1,12% - 15% (Index Level),3
443,BAJFINANCE + HDFCBANK + LT + TATAPOWER + TITAN,BAJFINANCE,HDFCBANK,LT,TATAPOWER,TITAN,2010000.0,27587913.77,25577913.77,27.25,13.73,1,> 22% (Exceptional),6
444,M&M + MARUTI + RELIANCE + SUZLON + TCS,M&M,MARUTI,RELIANCE,SUZLON,TCS,2010000.0,8096243.22,6086243.22,15.06,4.03,1,15% - 18% (Solid Alpha),4
445,BAJFINANCE + IDEA + INFY + LT + MARUTI,BAJFINANCE,IDEA,INFY,LT,MARUTI,2010000.0,23003455.44,20993455.44,25.45,11.44,1,> 22% (Exceptional),6
446,LT + M&M + SUZLON + TCS + TMPV,LT,M&M,SUZLON,TCS,TMPV,2010000.0,6960155.2,4950155.2,13.53,3.46,1,12% - 15% (Index Level),3
447,ASIANPAINT + ICICIBANK + TATAPOWER + TRENT + YESBANK,ASIANPAINT,ICICIBANK,TATAPOWER,TRENT,YESBANK,2010000.0,10708973.49,8698973.49,17.87,5.33,1,15% - 18% (Solid Alpha),4
448,HDFCBANK + ICICIBANK + MARUTI + SUZLON + TRENT,HDFCBANK,ICICIBANK,MARUTI,SUZLON,TRENT,2010000.0,11947518.22,9937518.22,18.97,5.94,1,18% - 22% (High Alpha),5
449,IDEA + LT + M&M + TMPV + TRENT,IDEA,LT,M&M,TMPV,TRENT,2010000.0,10046218.25,8036218.25,17.23,5.0,1,15% - 18% (Solid Alpha),4
450,M&M + SBIN + TCS + TMPV + YESBANK,M&M,SBIN,TCS,TMPV,YESBANK,2010000.0,5356336.86,3346336.86,10.83,2.66,0,8% - 12% (Moderate),2
451,INFY + MARUTI + SBIN + TATAPOWER + TRENT,INFY,MARUTI,SBIN,TATAPOWER,TRENT,2010000.0,11183521.49,9173521.49,18.31,5.56,1,18% - 22% (High Alpha),5
452,ASIANPAINT + ITC + SUZLON + TATAPOWER + TMPV,ASIANPAINT,ITC,SUZLON,TATAPOWER,TMPV,2010000.0,5977365.47,3967365.47,11.96,2.97,1,8% - 12% (Moderate),2
453,BAJFINANCE + ICICIBANK + LT + RELIANCE + TITAN,BAJFINANCE,ICICIBANK,LT,RELIANCE,TITAN,2010000.0,28284455.8,26274455.8,27.49,14.07,1,> 22% (Exceptional),6
454,ASIANPAINT + LT + RELIANCE + TATAPOWER + TRENT,ASIANPAINT,LT,RELIANCE,TATAPOWER,TRENT,2010000.0,11651780.92,9641780.92,18.72,5.8,1,18% - 22% (High Alpha),5
455,ASIANPAINT + MARUTI + SUZLON + TATAPOWER + TITAN,ASIANPAINT,MARUTI,SUZLON,TATAPOWER,TITAN,2010000.0,11352309.49,9342309.49,18.46,5.65,1,18% - 22% (High Alpha),5
456,HDFCBANK + ITC + TCS + TITAN + TMPV,HDFCBANK,ITC,TCS,TITAN,TMPV,2010000.0,8039224.41,6029224.41,14.99,4.0,1,12% - 15% (Index Level),3
457,ASIANPAINT + BAJFINANCE + ITC + M&M + RELIANCE,ASIANPAINT,BAJFINANCE,ITC,M&M,RELIANCE,2010000.0,24215712.9,22205712.9,25.96,12.05,1,> 22% (Exceptional),6
