SIP_Date,Ticker,Year_Month,Year,Month_Number,SIP_Buy_Price,SIP_Close_Price,Day_of_Month_Executed
2013-04-01,INFY.NS,2013-04,2013,4,258.1715,368.025,1
2013-05-02,INFY.NS,2013-05,2013,5,200.5166,285.8375,2
2013-06-03,INFY.NS,2013-06,2013,6,223.0166,314.2625,3
2013-07-01,INFY.NS,2013-07,2013,7,217.4192,306.375,1
2013-08-01,INFY.NS,2013-08,2013,8,263.8703,371.8312,1
2013-09-02,INFY.NS,2013-09,2013,9,273.7388,385.7375,2
2013-10-01,INFY.NS,2013-10,2013,10,267.4496,376.875,1
2013-11-01,INFY.NS,2013-11,2013,11,292.4072,409.5875,1
2013-12-02,INFY.NS,2013-12,2013,12,297.9399,417.3375,2
2014-01-01,INFY.NS,2014-01,2014,1,309.4784,433.5,1
2014-02-03,INFY.NS,2014-02,2014,2,323.8593,453.6437,3
2014-03-03,INFY.NS,2014-03,2014,3,338.9495,474.7812,3
2014-04-01,INFY.NS,2014-04,2014,4,295.7313,414.2437,1
2014-05-02,INFY.NS,2014-05,2014,5,287.3206,402.4625,2
2014-06-02,INFY.NS,2014-06,2014,6,270.7728,374.1437,2
2014-07-01,INFY.NS,2014-07,2014,7,291.3896,402.6313,1
2014-08-01,INFY.NS,2014-08,2014,8,302.2679,417.6625,1
2014-09-01,INFY.NS,2014-09,2014,9,325.6393,449.9562,1
2014-10-01,INFY.NS,2014-10,2014,10,348.0428,480.9125,1
2014-11-03,INFY.NS,2014-11,2014,11,372.4793,510.7375,3
2014-12-01,INFY.NS,2014-12,2014,12,396.5417,543.7313,1
2015-01-01,INFY.NS,2015-01,2015,1,359.981,493.6,1
2015-02-02,INFY.NS,2015-02,2015,2,389.5997,534.2125,2
2015-03-02,INFY.NS,2015-03,2015,3,417.8326,572.925,2
2015-04-01,INFY.NS,2015-04,2015,4,396.3638,543.4875,1
2015-05-04,INFY.NS,2015-05,2015,5,363.3905,498.275,4
2015-06-01,INFY.NS,2015-06,2015,6,373.3637,511.95,1
2015-07-01,INFY.NS,2015-07,2015,7,369.2152,498.7,1
2015-08-03,INFY.NS,2015-08,2015,8,399.4031,539.475,3
2015-09-01,INFY.NS,2015-09,2015,9,403.1235,544.5,1
2015-10-01,INFY.NS,2015-10,2015,10,434.2369,586.525,1
2015-11-02,INFY.NS,2015-11,2015,11,422.596,565.6,2
2015-12-01,INFY.NS,2015-12,2015,12,403.095,539.5,1
2016-01-01,INFY.NS,2016-01,2016,1,412.9015,552.625,1
2016-02-01,INFY.NS,2016-02,2016,2,438.3425,586.675,1
2016-03-01,INFY.NS,2016-03,2016,3,420.4478,562.725,1
2016-04-01,INFY.NS,2016-04,2016,4,450.3345,602.725,1
2016-05-02,INFY.NS,2016-05,2016,5,448.6907,600.525,2
2016-06-01,INFY.NS,2016-06,2016,6,470.0409,629.1,1
2016-07-01,INFY.NS,2016-07,2016,7,443.0873,586.2,1
2016-08-01,INFY.NS,2016-08,2016,8,410.1505,542.625,1
2016-09-01,INFY.NS,2016-09,2016,9,392.1232,518.775,1
2016-10-03,INFY.NS,2016-10,2016,10,392.3311,519.05,3
2016-11-01,INFY.NS,2016-11,2016,11,377.9552,494.725,1
2016-12-01,INFY.NS,2016-12,2016,12,372.6647,487.8,1
2017-01-02,INFY.NS,2017-01,2017,1,382.4053,500.55,2
2017-02-01,INFY.NS,2017-02,2017,2,350.1849,458.375,1
2017-03-01,INFY.NS,2017-03,2017,3,391.5921,512.575,1
2017-04-03,INFY.NS,2017-04,2017,4,385.3466,504.4,3
2017-05-02,INFY.NS,2017-05,2017,5,352.4195,461.3,2
2017-06-01,INFY.NS,2017-06,2017,6,376.748,485.7,1
2017-07-03,INFY.NS,2017-07,2017,7,369.1851,475.95,3
2017-08-01,INFY.NS,2017-08,2017,8,389.9927,502.775,1
2017-09-01,INFY.NS,2017-09,2017,9,356.7935,459.975,1
2017-10-03,INFY.NS,2017-10,2017,10,350.433,451.775,3
2017-11-01,INFY.NS,2017-11,2017,11,364.5672,463.525,1
2017-12-01,INFY.NS,2017-12,2017,12,377.0532,479.4,1
2018-01-01,INFY.NS,2018-01,2018,1,406.4489,516.775,1
2018-02-01,INFY.NS,2018-02,2018,2,450.1199,572.3,1
2018-03-01,INFY.NS,2018-03,2018,3,456.471,580.375,1
2018-04-02,INFY.NS,2018-04,2018,4,447.1902,568.575,2
2018-05-02,INFY.NS,2018-05,2018,5,470.7463,598.525,2
2018-06-01,INFY.NS,2018-06,2018,6,480.0858,610.4,1
2018-07-02,INFY.NS,2018-07,2018,7,537.7434,667.35,2
2018-08-01,INFY.NS,2018-08,2018,8,545.5394,677.025,1
2018-09-03,INFY.NS,2018-09,2018,9,577.8516,717.125,3
2018-10-01,INFY.NS,2018-10,2018,10,601.6426,746.65,1
2018-11-01,INFY.NS,2018-11,2018,11,543.0699,666.7,1
2018-12-03,INFY.NS,2018-12,2018,12,546.043,670.35,3
2019-01-01,INFY.NS,2019-01,2019,1,541.7258,665.05,1
2019-02-01,INFY.NS,2019-02,2019,2,620.0557,757.05,1
2019-03-01,INFY.NS,2019-03,2019,3,607.6473,741.9,1
2019-04-01,INFY.NS,2019-04,2019,4,618.4585,755.1,1
2019-05-02,INFY.NS,2019-05,2019,5,598.5558,730.8,2
2019-06-03,INFY.NS,2019-06,2019,6,609.8995,744.65,3
2019-07-01,INFY.NS,2019-07,2019,7,607.4264,731.3,1
2019-08-01,INFY.NS,2019-08,2019,8,638.6159,768.85,1
2019-09-03,INFY.NS,2019-09,2019,9,676.3258,814.25,3
2019-10-01,INFY.NS,2019-10,2019,10,659.132,793.55,1
2019-11-01,INFY.NS,2019-11,2019,11,578.5701,687.9,1
2019-12-02,INFY.NS,2019-12,2019,12,582.6072,692.7,2
2020-01-01,INFY.NS,2020-01,2020,1,619.7402,736.85,1
2020-02-03,INFY.NS,2020-02,2020,2,645.4349,767.4,3
2020-03-02,INFY.NS,2020-03,2020,3,623.2729,741.05,2
2020-04-01,INFY.NS,2020-04,2020,4,506.9954,602.8,1
2020-05-04,INFY.NS,2020-05,2020,5,566.627,673.7,4
2020-06-01,INFY.NS,2020-06,2020,6,596.3774,699.55,1
2020-07-01,INFY.NS,2020-07,2020,7,623.9565,731.9,1
2020-08-03,INFY.NS,2020-08,2020,8,815.7724,956.9,3
2020-09-01,INFY.NS,2020-09,2020,9,779.3275,914.15,1
2020-10-01,INFY.NS,2020-10,2020,10,867.5629,1017.65,1
2020-11-02,INFY.NS,2020-11,2020,11,923.9733,1072.3,2
2020-12-01,INFY.NS,2020-12,2020,12,980.4559,1137.85,1
2021-01-01,INFY.NS,2021-01,2021,1,1086.0973,1260.45,1
2021-02-01,INFY.NS,2021-02,2021,2,1086.4851,1260.9,1
2021-03-01,INFY.NS,2021-03,2021,3,1091.7412,1267.0,1
2021-04-01,INFY.NS,2021-04,2021,4,1193.5909,1385.2,1
2021-05-03,INFY.NS,2021-05,2021,5,1165.0266,1352.05,3
2021-06-01,INFY.NS,2021-06,2021,6,1208.2129,1387.2,1
2021-07-01,INFY.NS,2021-07,2021,7,1359.0656,1560.4,1
2021-08-02,INFY.NS,2021-08,2021,8,1421.0352,1631.55,2
2021-09-01,INFY.NS,2021-09,2021,9,1461.2743,1677.75,1
2021-10-01,INFY.NS,2021-10,2021,10,1450.3,1665.15,1
2021-11-01,INFY.NS,2021-11,2021,11,1493.8193,1700.05,1
2021-12-01,INFY.NS,2021-12,2021,12,1506.868,1714.9,1
2022-01-03,INFY.NS,2022-01,2022,1,1668.1517,1898.45,3
2022-02-01,INFY.NS,2022-02,2022,2,1557.0852,1772.05,1
2022-03-02,INFY.NS,2022-03,2022,3,1496.2358,1702.8,2
2022-04-01,INFY.NS,2022-04,2022,4,1672.6329,1903.55,1
2022-05-02,INFY.NS,2022-05,2022,5,1354.0634,1541.0,2
2022-06-01,INFY.NS,2022-06,2022,6,1312.9482,1478.55,1
2022-07-01,INFY.NS,2022-07,2022,7,1313.7029,1479.4,1
2022-08-01,INFY.NS,2022-08,2022,8,1377.3279,1551.05,1
2022-09-01,INFY.NS,2022-09,2022,9,1300.2054,1464.2,1
2022-10-03,INFY.NS,2022-10,2022,10,1237.646,1393.75,3
2022-11-01,INFY.NS,2022-11,2022,11,1412.085,1573.0,1
2022-12-01,INFY.NS,2022-12,2022,12,1487.5815,1657.1,1
2023-01-02,INFY.NS,2023-01,2023,1,1368.0974,1524.0,2
2023-02-01,INFY.NS,2023-02,2023,2,1392.4252,1551.1,1
2023-03-01,INFY.NS,2023-03,2023,3,1343.0067,1496.05,1
2023-04-03,INFY.NS,2023-04,2023,4,1266.5225,1410.85,3
2023-05-02,INFY.NS,2023-05,2023,5,1146.769,1277.45,2
2023-06-01,INFY.NS,2023-06,2023,6,1184.5175,1319.5,1
2023-07-03,INFY.NS,2023-07,2023,7,1213.3569,1333.7,3
2023-08-01,INFY.NS,2023-08,2023,8,1242.0146,1365.2,1
2023-09-01,INFY.NS,2023-09,2023,9,1313.568,1443.85,1
2023-10-03,INFY.NS,2023-10,2023,10,1304.6067,1434.0,3
2023-11-01,INFY.NS,2023-11,2023,11,1247.9077,1354.15,1
2023-12-01,INFY.NS,2023-12,2023,12,1338.3573,1452.3,1
2024-01-01,INFY.NS,2024-01,2024,1,1429.6361,1551.35,1
2024-02-01,INFY.NS,2024-02,2024,2,1527.0431,1657.05,1
2024-03-01,INFY.NS,2024-03,2024,3,1524.8774,1654.7,1
2024-04-01,INFY.NS,2024-04,2024,4,1378.1216,1495.45,1
2024-05-02,INFY.NS,2024-05,2024,5,1303.4767,1414.45,2
2024-06-03,INFY.NS,2024-06,2024,6,1321.5198,1405.9,3
2024-07-01,INFY.NS,2024-07,2024,7,1495.3224,1590.8,1
2024-08-01,INFY.NS,2024-08,2024,8,1741.4094,1852.6,1
2024-09-02,INFY.NS,2024-09,2024,9,1846.5933,1964.5,2
2024-10-01,INFY.NS,2024-10,2024,10,1790.0533,1904.35,1
2024-11-01,INFY.NS,2024-11,2024,11,1674.012,1760.85,1
2024-12-02,INFY.NS,2024-12,2024,12,1787.0959,1879.8,2
2025-01-01,INFY.NS,2025-01,2025,1,1789.6628,1882.5,1
2025-02-01,INFY.NS,2025-02,2025,2,1760.0491,1851.35,1
2025-03-03,INFY.NS,2025-03,2025,3,1624.3389,1708.6,3
2025-04-01,INFY.NS,2025-04,2025,4,1451.2192,1526.5,1
2025-05-02,INFY.NS,2025-05,2025,5,1432.5859,1506.9,2
2025-06-02,INFY.NS,2025-06,2025,6,1497.9569,1553.8,2
2025-07-01,INFY.NS,2025-07,2025,7,1549.0521,1606.8,1
2025-08-01,INFY.NS,2025-08,2025,8,1416.783,1469.6,1
2025-09-01,INFY.NS,2025-09,2025,9,1445.512,1499.4,1
2025-10-01,INFY.NS,2025-10,2025,10,1393.8385,1445.8,1
2025-11-03,INFY.NS,2025-11,2025,11,1454.0355,1485.5,3
2025-12-01,INFY.NS,2025-12,2025,12,1530.8728,1564.0,1
2026-01-01,INFY.NS,2026-01,2026,1,1595.2792,1629.8,1
2026-02-02,INFY.NS,2026-02,2026,2,1594.8876,1629.4,2
2026-03-02,INFY.NS,2026-03,2026,3,1261.5997,1288.9,2
2026-04-01,INFY.NS,2026-04,2026,4,1248.6793,1275.7,1
2026-05-01,INFY.NS,2026-05,2026,5,1156.7683,1181.8,1
2026-06-01,INFY.NS,2026-06,2026,6,1177.0298,1202.5,1
2026-07-01,INFY.NS,2026-07,2026,7,985.3,985.3,1
2026-08-03,INFY.NS,2026-08,2026,8,1180.0,1180.0,3
2026-09-01,INFY.NS,2026-09,2026,9,1156.0,1156.0,1
2019-10-14,IRCTC.NS,2019-10,2019,10,138.0618,145.55,14
2019-11-01,IRCTC.NS,2019-11,2019,11,168.9371,178.1,1
2019-12-02,IRCTC.NS,2019-12,2019,12,167.1443,176.21,2
2020-01-01,IRCTC.NS,2020-01,2020,1,179.153,188.87,1
2020-02-03,IRCTC.NS,2020-02,2020,2,237.2993,250.17,3
2020-03-02,IRCTC.NS,2020-03,2020,3,328.6211,344.65,2
2020-04-01,IRCTC.NS,2020-04,2020,4,196.7341,206.33,1
2020-05-04,IRCTC.NS,2020-05,2020,5,244.5422,256.47,4
2020-06-01,IRCTC.NS,2020-06,2020,6,269.9814,283.15,1
2020-07-01,IRCTC.NS,2020-07,2020,7,259.9315,272.61,1
2020-08-03,IRCTC.NS,2020-08,2020,8,255.4787,267.94,3
2020-09-01,IRCTC.NS,2020-09,2020,9,257.7289,270.3,1
2020-10-01,IRCTC.NS,2020-10,2020,10,263.0304,275.86,1
2020-11-02,IRCTC.NS,2020-11,2020,11,248.8054,260.45,2
2020-12-01,IRCTC.NS,2020-12,2020,12,259.476,271.62,1
2021-01-01,IRCTC.NS,2021-01,2021,1,276.0789,289.0,1
2021-02-01,IRCTC.NS,2021-02,2021,2,278.9257,291.98,1
2021-03-01,IRCTC.NS,2021-03,2021,3,370.3565,387.69,1
2021-04-01,IRCTC.NS,2021-04,2021,4,334.686,350.35,1
2021-05-03,IRCTC.NS,2021-05,2021,5,337.3226,353.11,3
2021-06-01,IRCTC.NS,2021-06,2021,6,361.9787,378.92,1
2021-07-01,IRCTC.NS,2021-07,2021,7,388.765,406.96,1
2021-08-02,IRCTC.NS,2021-08,2021,8,471.7033,493.78,2
2021-09-01,IRCTC.NS,2021-09,2021,9,524.6934,549.25,1
2021-10-01,IRCTC.NS,2021-10,2021,10,725.7766,758.72,1
2021-11-01,IRCTC.NS,2021-11,2021,11,818.3067,855.45,1
2021-12-01,IRCTC.NS,2021-12,2021,12,776.6955,811.95,1
2022-01-03,IRCTC.NS,2022-01,2022,1,808.9322,845.65,3
2022-02-01,IRCTC.NS,2022-02,2022,2,819.6939,856.9,1
2022-03-02,IRCTC.NS,2022-03,2022,3,775.5624,808.8,2
2022-04-01,IRCTC.NS,2022-04,2022,4,765.398,798.2,1
2022-05-02,IRCTC.NS,2022-05,2022,5,707.1924,737.5,2
2022-06-01,IRCTC.NS,2022-06,2022,6,659.535,687.8,1
2022-07-01,IRCTC.NS,2022-07,2022,7,555.3978,579.2,1
2022-08-01,IRCTC.NS,2022-08,2022,8,615.5212,641.9,1
2022-09-01,IRCTC.NS,2022-09,2022,9,679.5114,707.05,1
2022-10-03,IRCTC.NS,2022-10,2022,10,678.6464,706.15,3
2022-11-01,IRCTC.NS,2022-11,2022,11,713.3405,742.25,1
2022-12-01,IRCTC.NS,2022-12,2022,12,703.4416,731.95,1
2023-01-02,IRCTC.NS,2023-01,2023,1,617.3314,642.35,2
2023-02-01,IRCTC.NS,2023-02,2023,2,603.5883,628.05,1
2023-03-01,IRCTC.NS,2023-03,2023,3,590.7566,611.35,1
2023-04-03,IRCTC.NS,2023-04,2023,4,551.0894,570.3,3
2023-05-02,IRCTC.NS,2023-05,2023,5,605.8311,626.95,2
2023-06-01,IRCTC.NS,2023-06,2023,6,627.6216,649.5,1
2023-07-03,IRCTC.NS,2023-07,2023,7,611.7739,633.1,3
2023-08-01,IRCTC.NS,2023-08,2023,8,621.0989,642.75,1
2023-09-01,IRCTC.NS,2023-09,2023,9,667.2186,688.35,1
2023-10-03,IRCTC.NS,2023-10,2023,10,681.9521,703.55,3
2023-11-01,IRCTC.NS,2023-11,2023,11,632.8085,652.85,1
2023-12-01,IRCTC.NS,2023-12,2023,12,682.2809,701.3,1
2024-01-01,IRCTC.NS,2024-01,2024,1,867.6632,891.85,1
2024-02-01,IRCTC.NS,2024-02,2024,2,937.1754,963.3,1
2024-03-01,IRCTC.NS,2024-03,2024,3,904.0975,929.3,1
2024-04-01,IRCTC.NS,2024-04,2024,4,943.8397,970.15,1
2024-05-02,IRCTC.NS,2024-05,2024,5,1027.6533,1056.3,2
2024-06-03,IRCTC.NS,2024-06,2024,6,1025.6589,1054.25,3
2024-07-01,IRCTC.NS,2024-07,2024,7,965.924,992.85,1
2024-08-01,IRCTC.NS,2024-08,2024,8,953.9089,980.5,1
2024-09-02,IRCTC.NS,2024-09,2024,9,915.4869,937.0,2
2024-10-01,IRCTC.NS,2024-10,2024,10,909.7712,931.15,1
2024-11-01,IRCTC.NS,2024-11,2024,11,812.6533,831.75,1
2024-12-02,IRCTC.NS,2024-12,2024,12,801.7553,816.5,2
2025-01-01,IRCTC.NS,2025-01,2025,1,774.6538,788.9,1
2025-02-01,IRCTC.NS,2025-02,2025,2,780.3491,794.7,1
2025-03-03,IRCTC.NS,2025-03,2025,3,667.1296,676.6,3
2025-04-01,IRCTC.NS,2025-04,2025,4,714.1128,724.25,1
2025-05-02,IRCTC.NS,2025-05,2025,5,736.988,747.45,2
2025-06-02,IRCTC.NS,2025-06,2025,6,755.6235,766.35,2
2025-07-01,IRCTC.NS,2025-07,2025,7,764.6454,775.5,1
2025-08-01,IRCTC.NS,2025-08,2025,8,709.1335,719.2,1
2025-09-01,IRCTC.NS,2025-09,2025,9,695.0547,703.95,1
2025-10-01,IRCTC.NS,2025-10,2025,10,697.2269,706.15,1
2025-11-03,IRCTC.NS,2025-11,2025,11,714.3083,723.45,3
2025-12-01,IRCTC.NS,2025-12,2025,12,680.4929,684.3,1
2026-01-01,IRCTC.NS,2026-01,2026,1,681.8354,685.65,1
2026-02-02,IRCTC.NS,2026-02,2026,2,606.9046,610.3,2
2026-03-02,IRCTC.NS,2026-03,2026,3,568.95,568.95,2
2026-04-01,IRCTC.NS,2026-04,2026,4,511.2,511.2,1
2026-05-01,IRCTC.NS,2026-05,2026,5,539.55,539.55,1
2026-06-01,IRCTC.NS,2026-06,2026,6,512.6,512.6,1
2026-07-01,IRCTC.NS,2026-07,2026,7,502.7,502.7,1
2026-08-03,IRCTC.NS,2026-08,2026,8,513.5,513.5,3
2026-09-01,IRCTC.NS,2026-09,2026,9,481.35,481.35,1
2010-01-04,ITC.NS,2010-01,2010,1,48.3536,81.4145,4
2010-02-01,ITC.NS,2010-02,2010,2,46.9906,79.1195,1
2010-03-02,ITC.NS,2010-03,2010,3,46.1232,77.6591,2
2010-04-01,ITC.NS,2010-04,2010,4,50.3266,84.7365,1
2010-05-03,ITC.NS,2010-05,2010,5,50.5077,85.0415,3
2010-06-01,ITC.NS,2010-06,2010,6,53.9486,90.835,1
2010-07-01,ITC.NS,2010-07,2010,7,59.9088,97.2544,1
2010-08-02,ITC.NS,2010-08,2010,8,61.8465,100.4,2
2010-09-01,ITC.NS,2010-09,2010,9,64.5157,104.7331,1
2010-10-01,ITC.NS,2010-10,2010,10,70.645,114.6832,1
2010-11-01,ITC.NS,2010-11,2010,11,67.956,110.318,1
2010-12-01,ITC.NS,2010-12,2010,12,67.778,110.0291,1
2011-01-03,ITC.NS,2011-01,2011,1,69.1225,112.2117,3
2011-02-01,ITC.NS,2011-02,2011,2,63.1119,102.4542,1
2011-03-01,ITC.NS,2011-03,2011,3,68.648,111.4414,1
2011-04-01,ITC.NS,2011-04,2011,4,72.1674,117.1547,1
2011-05-02,ITC.NS,2011-05,2011,5,75.5879,122.7075,2
2011-06-01,ITC.NS,2011-06,2011,6,76.6556,124.4407,1
2011-07-01,ITC.NS,2011-07,2011,7,81.6352,129.3837,1
2011-08-01,ITC.NS,2011-08,2011,8,84.6122,134.102,1
2011-09-02,ITC.NS,2011-09,2011,9,82.3238,130.475,2
2011-10-03,ITC.NS,2011-10,2011,10,78.7189,124.7617,3
2011-11-01,ITC.NS,2011-11,2011,11,84.3692,133.7168,1
2011-12-01,ITC.NS,2011-12,2011,12,82.4858,130.7318,1
2012-01-02,ITC.NS,2012-01,2012,1,80.4606,127.5221,2
2012-02-01,ITC.NS,2012-02,2012,2,81.6554,129.4158,1
2012-03-01,ITC.NS,2012-03,2012,3,83.7819,132.786,1
2012-04-02,ITC.NS,2012-04,2012,4,91.9231,145.6891,2
2012-05-02,ITC.NS,2012-05,2012,5,99.072,157.0194,2
2012-06-01,ITC.NS,2012-06,2012,6,94.7179,150.1185,1
2012-07-02,ITC.NS,2012-07,2012,7,103.2976,160.518,2
2012-08-01,ITC.NS,2012-08,2012,8,107.0156,166.2955,1
2012-09-03,ITC.NS,2012-09,2012,9,110.5477,171.7841,3
2012-10-01,ITC.NS,2012-10,2012,10,112.8817,175.4111,1
2012-11-01,ITC.NS,2012-11,2012,11,115.381,179.2948,1
2012-12-03,ITC.NS,2012-12,2012,12,122.3419,190.1116,3
2013-01-01,ITC.NS,2013-01,2013,1,118.6652,184.3983,1
2013-02-01,ITC.NS,2013-02,2013,2,127.8156,198.6173,1
2013-03-01,ITC.NS,2013-03,2013,3,120.3177,186.966,1
2013-04-01,ITC.NS,2013-04,2013,4,126.9067,197.205,1
2013-05-02,ITC.NS,2013-05,2013,5,137.7921,214.1203,2
2013-06-03,ITC.NS,2013-06,2013,6,140.9946,215.7251,3
2013-07-01,ITC.NS,2013-07,2013,7,136.757,209.2415,1
2013-08-01,ITC.NS,2013-08,2013,8,142.4002,217.8756,1
2013-09-02,ITC.NS,2013-09,2013,9,134.4284,205.6787,2
2013-10-01,ITC.NS,2013-10,2013,10,143.9106,220.1866,1
2013-11-01,ITC.NS,2013-11,2013,11,137.6381,210.5896,1
2013-12-02,ITC.NS,2013-12,2013,12,134.89,206.3848,2
2014-01-01,ITC.NS,2014-01,2014,1,135.2676,206.9626,1
2014-02-03,ITC.NS,2014-02,2014,2,134.3865,205.6145,3
2014-03-03,ITC.NS,2014-03,2014,3,138.1206,211.3278,3
2014-04-01,ITC.NS,2014-04,2014,4,147.6657,225.932,1
2014-05-02,ITC.NS,2014-05,2014,5,142.7568,218.4213,2
2014-06-02,ITC.NS,2014-06,2014,6,141.2464,216.1103,2
2014-07-01,ITC.NS,2014-07,2014,7,139.0154,208.76,1
2014-08-01,ITC.NS,2014-08,2014,8,149.4245,224.3913,1
2014-09-01,ITC.NS,2014-09,2014,9,149.8519,225.0333,1
2014-10-01,ITC.NS,2014-10,2014,10,155.6443,233.7316,1
2014-11-03,ITC.NS,2014-11,2014,11,151.9466,228.1788,3
2014-12-01,ITC.NS,2014-12,2014,12,155.858,234.0526,1
2015-01-01,ITC.NS,2015-01,2015,1,156.948,235.6896,1
2015-02-02,ITC.NS,2015-02,2015,2,154.1695,231.5169,2
2015-03-02,ITC.NS,2015-03,2015,3,146.7313,220.3471,2
2015-04-01,ITC.NS,2015-04,2015,4,142.1146,213.4141,1
2015-05-04,ITC.NS,2015-05,2015,5,141.1528,211.9697,4
2015-06-01,ITC.NS,2015-06,2015,6,141.9436,213.1573,1
2015-07-01,ITC.NS,2015-07,2015,7,136.8441,201.3135,1
2015-08-03,ITC.NS,2015-08,2015,8,144.6769,212.8364,3
2015-09-01,ITC.NS,2015-09,2015,9,137.6514,202.5011,1
2015-10-01,ITC.NS,2015-10,2015,10,143.455,211.0389,1
2015-11-02,ITC.NS,2015-11,2015,11,147.1423,216.4633,2
2015-12-01,ITC.NS,2015-12,2015,12,151.0914,222.2729,1
2016-01-01,ITC.NS,2016-01,2016,1,142.9096,210.2365,1
2016-02-01,ITC.NS,2016-02,2016,2,141.7096,208.4711,1
2016-03-01,ITC.NS,2016-03,2016,3,141.9714,208.8563,1
2016-04-01,ITC.NS,2016-04,2016,4,146.6405,215.7251,1
2016-05-02,ITC.NS,2016-05,2016,5,140.1387,206.1602,2
2016-06-01,ITC.NS,2016-06,2016,6,161.6744,231.9984,1
2016-07-01,ITC.NS,2016-07,2016,7,169.3354,242.9917,1
2016-08-01,ITC.NS,2016-08,2016,8,168.1611,241.3066,1
2016-09-01,ITC.NS,2016-09,2016,9,175.1398,251.3209,1
2016-10-03,ITC.NS,2016-10,2016,10,162.5915,233.3144,3
2016-11-01,ITC.NS,2016-11,2016,11,161.0146,231.0515,1
2016-12-01,ITC.NS,2016-12,2016,12,156.6864,224.8407,1
2017-01-02,ITC.NS,2017-01,2017,1,161.6856,232.0144,2
2017-02-01,ITC.NS,2017-02,2017,2,180.9778,259.6982,1
2017-03-01,ITC.NS,2017-03,2017,3,180.1726,258.5428,1
2017-04-03,ITC.NS,2017-04,2017,4,188.9296,271.1088,3
2017-05-02,ITC.NS,2017-05,2017,5,187.3526,268.8459,2
2017-06-01,ITC.NS,2017-06,2017,6,210.8388,302.548,1
2017-07-03,ITC.NS,2017-07,2017,7,233.4366,329.7985,3
2017-08-01,ITC.NS,2017-08,2017,8,196.1889,277.1751,1
2017-09-01,ITC.NS,2017-09,2017,9,193.2923,273.0828,1
2017-10-03,ITC.NS,2017-10,2017,10,178.1615,251.706,3
2017-11-01,ITC.NS,2017-11,2017,11,183.9208,259.8427,1
2017-12-01,ITC.NS,2017-12,2017,12,173.9358,245.736,1
2018-01-01,ITC.NS,2018-01,2018,1,178.775,252.5727,1
2018-02-01,ITC.NS,2018-02,2018,2,187.6353,265.0906,1
2018-03-01,ITC.NS,2018-03,2018,3,179.9336,254.2096,1
2018-04-02,ITC.NS,2018-04,2018,4,176.0146,248.6729,2
2018-05-02,ITC.NS,2018-05,2018,5,195.78,276.5974,2
2018-06-01,ITC.NS,2018-06,2018,6,187.6403,259.939,1
2018-07-02,ITC.NS,2018-07,2018,7,182.8441,253.2949,2
2018-08-01,ITC.NS,2018-08,2018,8,209.6399,290.4152,1
2018-09-03,ITC.NS,2018-09,2018,9,217.703,301.5851,3
2018-10-01,ITC.NS,2018-10,2018,10,206.5121,286.0821,1
2018-11-01,ITC.NS,2018-11,2018,11,192.8187,267.1127,1
2018-12-03,ITC.NS,2018-12,2018,12,196.6765,272.4569,3
2019-01-01,ITC.NS,2019-01,2019,1,196.5027,272.2161,1
2019-02-01,ITC.NS,2019-02,2019,2,195.2168,270.4348,1
2019-03-01,ITC.NS,2019-03,2019,3,193.3748,267.883,1
2019-04-01,ITC.NS,2019-04,2019,4,206.6163,286.2266,1
2019-05-02,ITC.NS,2019-05,2019,5,212.0033,293.6891,2
2019-06-03,ITC.NS,2019-06,2019,6,197.4729,268.22,3
2019-07-01,ITC.NS,2019-07,2019,7,194.9208,264.7535,1
2019-08-01,ITC.NS,2019-08,2019,8,189.6747,257.628,1
2019-09-03,ITC.NS,2019-09,2019,9,171.2424,232.5922,3
2019-10-01,ITC.NS,2019-10,2019,10,181.4156,246.41,1
2019-11-01,ITC.NS,2019-11,2019,11,185.2438,251.6098,1
2019-12-02,ITC.NS,2019-12,2019,12,173.6528,235.8661,2
2020-01-01,ITC.NS,2020-01,2020,1,168.7966,229.2701,1
2020-02-03,ITC.NS,2020-02,2020,2,147.1742,199.9012,3
2020-03-02,ITC.NS,2020-03,2020,3,138.4543,188.0573,2
2020-04-01,ITC.NS,2020-04,2020,4,117.9662,160.2291,1
2020-05-04,ITC.NS,2020-05,2020,5,123.3895,167.5954,4
2020-06-01,ITC.NS,2020-06,2020,6,142.1762,193.1127,1
2020-07-01,ITC.NS,2020-07,2020,7,143.8422,195.3755,1
2020-08-03,ITC.NS,2020-08,2020,8,143.8458,185.4575,3
2020-09-01,ITC.NS,2020-09,2020,9,142.0533,183.1465,1
2020-10-01,ITC.NS,2020-10,2020,10,127.6015,164.5141,1
2020-11-02,ITC.NS,2020-11,2020,11,124.5394,160.5661,2
2020-12-01,ITC.NS,2020-12,2020,12,145.1901,187.1907,1
2021-01-01,ITC.NS,2021-01,2021,1,159.7166,205.9194,1
2021-02-01,ITC.NS,2021-02,2021,2,161.285,207.9415,1
2021-03-01,ITC.NS,2021-03,2021,3,158.3331,199.2272,1
2021-04-01,ITC.NS,2021-04,2021,4,168.3963,211.8895,1
2021-05-03,ITC.NS,2021-05,2021,5,153.7797,193.4978,3
2021-06-01,ITC.NS,2021-06,2021,6,164.723,207.2675,1
2021-07-01,ITC.NS,2021-07,2021,7,159.8402,195.4718,1
2021-08-02,ITC.NS,2021-08,2021,8,163.226,199.6123,2
